Time,Heatsink Temp.,Speed [RPM],Motor Voltage,Motor current
2022-02-04 11:34:51,39.0,503.0,138.7,5.47
2022-02-04 11:35:01,39.0,503.0,138.6,5.48
2022-02-04 11:35:11,39.0,503.0,138.6,5.47
2022-02-04 11:35:21,39.0,503.0,138.6,5.47
2022-02-04 11:35:31,40.0,503.0,138.6,5.48
2022-02-04 11:35:41,40.0,503.0,138.6,5.48
2022-02-04 11:35:51,40.0,503.0,138.7,5.49
2022-02-04 11:36:01,40.0,503.0,138.7,5.46
2022-02-04 11:36:11,40.0,503.0,138.7,5.49
2022-02-04 11:36:21,40.0,503.0,138.6,5.49
2022-02-04 11:36:31,40.0,503.0,138.7,5.48
2022-02-04 11:36:41,40.0,503.0,138.6,5.47
2022-02-04 11:36:51,40.0,503.0,138.6,5.48
2022-02-04 11:37:01,40.0,503.0,138.6,5.47
2022-02-04 11:37:11,40.0,503.0,138.6,5.48
2022-02-04 11:37:21,40.0,503.0,138.6,5.46
2022-02-04 11:37:31,40.0,503.0,138.6,5.49
2022-02-04 11:37:41,40.0,503.0,138.6,5.49
2022-02-04 11:37:51,40.0,503.0,138.6,5.5
2022-02-04 11:38:01,40.0,503.0,138.6,5.47
2022-02-04 11:38:11,40.0,503.0,138.7,5.47
2022-02-04 11:38:21,40.0,503.0,138.6,5.48
2022-02-04 11:38:31,40.0,503.0,138.6,5.48
2022-02-04 11:38:41,40.0,503.0,138.6,5.48
2022-02-04 11:38:51,40.0,503.0,138.6,5.48
2022-02-04 11:39:01,40.0,503.0,138.6,5.47
2022-02-04 11:39:11,40.0,503.0,138.6,5.47
2022-02-04 11:39:21,40.0,503.0,138.6,5.48
2022-02-04 11:39:31,41.0,503.0,138.6,5.47
2022-02-04 11:39:41,41.0,503.0,138.6,5.49
2022-02-04 11:39:51,41.0,503.0,138.6,5.48
2022-02-04 11:40:01,41.0,503.0,138.7,5.47
2022-02-04 11:40:11,41.0,503.0,138.6,5.48
2022-02-04 11:40:21,41.0,503.0,138.6,5.5
2022-02-04 11:40:31,41.0,503.0,138.7,5.48
2022-02-04 11:40:41,41.0,503.0,138.6,5.47
2022-02-04 11:40:51,41.0,503.0,138.7,5.5
2022-02-04 11:41:01,41.0,503.0,138.7,5.48
2022-02-04 11:41:11,41.0,503.0,138.7,5.48
2022-02-04 11:41:21,41.0,503.0,138.6,5.49
2022-02-04 11:41:31,41.0,503.0,138.6,5.47
2022-02-04 11:41:41,41.0,503.0,138.6,5.48
2022-02-04 11:41:51,41.0,503.0,138.6,5.47
2022-02-04 11:42:01,41.0,503.0,138.7,5.47
2022-02-04 11:42:11,41.0,503.0,138.6,5.44
2022-02-04 11:42:21,41.0,503.0,138.7,5.45
2022-02-04 11:42:31,41.0,503.0,138.6,5.45
2022-02-04 11:42:41,41.0,503.0,138.6,5.45
2022-02-04 11:42:51,41.0,0.0,6.8,2.78
2022-02-04 11:43:01,41.0,0.0,6.8,2.77
2022-02-04 11:43:11,41.0,0.0,6.8,2.77
2022-02-04 11:43:21,41.0,0.0,6.8,2.77
2022-02-04 11:43:31,40.0,0.0,6.8,2.75
2022-02-04 11:43:41,40.0,0.0,6.8,2.77
2022-02-04 11:43:51,40.0,0.0,6.8,2.77
2022-02-04 11:44:01,40.0,0.0,6.8,2.77
2022-02-04 11:44:11,40.0,0.0,6.8,2.77
2022-02-04 11:44:21,40.0,0.0,6.8,2.77
2022-02-04 11:44:31,39.0,0.0,6.8,2.77
2022-02-04 11:44:41,39.0,0.0,6.8,2.77
2022-02-04 11:44:51,39.0,0.0,6.8,2.77
2022-02-04 11:45:01,39.0,0.0,6.8,2.77
2022-02-04 11:45:11,39.0,0.0,6.8,2.77
2022-02-04 11:45:21,39.0,0.0,6.8,2.75
2022-02-04 11:45:31,39.0,0.0,6.8,2.77
2022-02-04 11:45:41,39.0,0.0,6.8,2.75
2022-02-04 11:45:51,39.0,0.0,6.8,2.77
2022-02-04 11:46:01,38.0,0.0,6.8,2.73
2022-02-04 11:46:11,38.0,0.0,6.8,2.76
2022-02-04 11:46:21,38.0,0.0,6.8,2.74
2022-02-04 11:46:31,38.0,0.0,6.8,2.77
2022-02-04 11:46:41,38.0,0.0,6.8,2.77
2022-02-04 11:46:51,38.0,0.0,6.8,2.76
2022-02-04 11:47:01,38.0,0.0,6.8,2.77
2022-02-04 11:47:11,38.0,0.0,6.8,2.73
2022-02-04 11:47:21,38.0,0.0,6.8,2.73
2022-02-04 11:47:31,38.0,0.0,6.8,2.73
2022-02-04 11:47:41,38.0,0.0,6.8,2.73
2022-02-04 11:47:51,38.0,0.0,6.8,2.77
2022-02-04 11:48:01,38.0,0.0,6.8,2.77
2022-02-04 11:48:11,38.0,0.0,6.8,2.74
2022-02-04 11:48:21,38.0,0.0,6.8,2.74
2022-02-04 11:48:31,38.0,0.0,6.8,2.77
2022-02-04 11:48:41,38.0,0.0,6.8,2.77
2022-02-04 11:48:51,38.0,0.0,6.8,2.77
2022-02-04 11:49:01,37.0,0.0,6.8,2.74
2022-02-04 11:49:11,36.0,0.0,0.0,0.0
2022-02-04 11:49:21,34.0,0.0,0.0,0.0
2022-02-04 11:49:31,33.0,0.0,0.0,0.0
2022-02-04 11:49:41,33.0,0.0,0.0,0.0
2022-02-04 11:49:51,33.0,0.0,0.0,0.0
2022-02-04 11:50:01,32.0,0.0,0.0,0.0
2022-02-04 11:50:11,32.0,0.0,0.0,0.0
2022-02-04 11:50:21,32.0,0.0,0.0,0.0
2022-02-04 11:50:31,32.0,0.0,0.0,0.0
2022-02-04 11:50:41,31.0,0.0,0.0,0.0
2022-02-04 11:50:51,31.0,0.0,0.0,0.0
2022-02-04 11:51:01,31.0,0.0,0.0,0.0
2022-02-04 11:51:11,31.0,0.0,0.0,0.0
2022-02-04 11:51:21,31.0,0.0,0.0,0.0
2022-02-04 11:51:31,31.0,0.0,0.0,0.0
2022-02-04 11:51:41,31.0,0.0,0.0,0.0
2022-02-04 11:51:51,31.0,0.0,0.0,0.0
2022-02-04 11:52:01,31.0,0.0,0.0,0.0
2022-02-04 11:52:11,31.0,0.0,0.0,0.0
2022-02-04 11:52:21,31.0,0.0,0.0,0.0
2022-02-04 11:52:31,31.0,0.0,0.0,0.0
2022-02-04 11:52:41,31.0,0.0,0.0,0.0
2022-02-04 11:52:51,31.0,0.0,0.0,0.0
2022-02-04 11:53:01,31.0,0.0,0.0,0.0
2022-02-04 11:53:11,31.0,0.0,0.0,0.0
2022-02-04 11:53:21,31.0,0.0,0.0,0.0
2022-02-04 11:53:31,31.0,0.0,0.0,0.0
2022-02-04 11:53:41,31.0,0.0,0.0,0.0
2022-02-04 11:53:51,31.0,0.0,6.8,2.77
2022-02-04 11:54:01,31.0,0.0,6.8,2.84
2022-02-04 11:54:11,32.0,451.0,125.0,5.67
2022-02-04 11:54:21,34.0,451.0,125.0,5.69
2022-02-04 11:54:31,36.0,451.0,125.0,5.67
2022-02-04 11:54:41,36.0,451.0,125.0,5.65
2022-02-04 11:54:51,37.0,451.0,125.0,5.66
2022-02-04 11:55:01,37.0,451.0,125.0,5.67
2022-02-04 11:55:11,37.0,451.0,125.0,5.66
2022-02-04 11:55:21,38.0,451.0,125.0,5.63
2022-02-04 11:55:31,38.0,451.0,125.0,5.68
2022-02-04 11:55:41,38.0,451.0,125.0,5.64
2022-02-04 11:55:51,38.0,451.0,125.0,5.67
2022-02-04 11:56:01,38.0,451.0,125.0,5.67
2022-02-04 11:56:11,39.0,451.0,125.0,5.67
2022-02-04 11:56:21,39.0,451.0,125.0,5.69
2022-02-04 11:56:31,39.0,451.0,125.0,5.65
2022-02-04 11:56:41,39.0,451.0,125.0,5.67
2022-02-04 11:56:51,39.0,451.0,125.0,5.68
2022-02-04 11:57:01,39.0,451.0,125.0,5.65
2022-02-04 11:57:11,39.0,451.0,125.0,5.66
2022-02-04 11:57:21,39.0,451.0,125.0,5.67
2022-02-04 11:57:31,39.0,451.0,125.0,5.67
2022-02-04 11:57:41,40.0,451.0,125.0,5.66
2022-02-04 11:57:51,40.0,451.0,125.0,5.66
2022-02-04 11:58:01,40.0,451.0,125.0,5.67
2022-02-04 11:58:11,40.0,451.0,125.0,5.67
2022-02-04 11:58:21,40.0,451.0,125.0,5.66
2022-02-04 11:58:31,40.0,451.0,125.0,5.68
2022-02-04 11:58:41,40.0,451.0,125.0,5.64
2022-02-04 11:58:51,40.0,451.0,125.0,5.63
2022-02-04 11:59:01,40.0,451.0,125.0,5.66
2022-02-04 11:59:11,40.0,451.0,125.0,5.7
2022-02-04 11:59:21,40.0,451.0,125.0,5.68
2022-02-04 11:59:31,40.0,451.0,125.0,5.67
2022-02-04 11:59:41,40.0,451.0,125.0,5.67
2022-02-04 11:59:51,40.0,451.0,125.0,5.66
2022-02-04 12:00:01,40.0,451.0,125.0,5.64
2022-02-04 12:00:11,40.0,451.0,125.0,5.68
2022-02-04 12:00:21,41.0,451.0,125.0,5.68
2022-02-04 12:00:31,41.0,451.0,125.0,5.65
2022-02-04 12:00:41,41.0,451.0,125.0,5.68
2022-02-04 12:00:51,41.0,451.0,125.0,5.68
2022-02-04 12:01:01,41.0,451.0,125.0,5.66
2022-02-04 12:01:11,41.0,451.0,125.0,5.66
2022-02-04 12:01:21,41.0,451.0,125.0,5.66
2022-02-04 12:01:31,41.0,451.0,125.0,5.67
2022-02-04 12:01:41,41.0,451.0,125.0,5.68
2022-02-04 12:01:51,41.0,451.0,125.0,5.65
2022-02-04 12:02:01,41.0,451.0,125.0,5.67
2022-02-04 12:02:11,41.0,451.0,125.0,5.67
2022-02-04 12:02:21,41.0,451.0,125.0,5.66
2022-02-04 12:02:31,41.0,451.0,125.0,5.63
2022-02-04 12:02:41,41.0,451.0,125.0,5.68
2022-02-04 12:02:51,41.0,451.0,125.0,5.67
2022-02-04 12:03:01,41.0,451.0,125.0,5.64
2022-02-04 12:03:11,41.0,451.0,125.0,5.64
2022-02-04 12:03:21,41.0,451.0,125.0,5.68
2022-02-04 12:03:31,41.0,451.0,125.0,5.68
2022-02-04 12:03:41,41.0,451.0,125.0,5.67
2022-02-04 12:03:51,41.0,451.0,125.0,5.65
2022-02-04 12:04:01,41.0,451.0,125.0,5.7
2022-02-04 12:04:11,41.0,451.0,125.0,5.66
2022-02-04 12:04:21,41.0,451.0,125.0,5.69
2022-02-04 12:04:31,41.0,451.0,125.0,5.66
2022-02-04 12:04:41,41.0,451.0,125.0,5.68
2022-02-04 12:04:51,41.0,451.0,125.0,5.66
2022-02-04 12:05:01,41.0,451.0,125.0,5.66
2022-02-04 12:05:11,41.0,451.0,125.0,5.67
2022-02-04 12:05:21,41.0,451.0,125.0,5.68
2022-02-04 12:05:31,41.0,451.0,125.0,5.66
2022-02-04 12:05:41,41.0,451.0,125.0,5.65
2022-02-04 12:05:51,41.0,451.0,125.0,5.5
2022-02-04 12:06:01,41.0,451.0,125.0,5.51
2022-02-04 12:06:11,41.0,451.0,125.0,5.49
2022-02-04 12:06:21,41.0,451.0,125.0,5.51
2022-02-04 12:06:31,41.0,451.0,125.0,5.48
2022-02-04 12:06:41,41.0,451.0,125.0,5.5
2022-02-04 12:06:51,41.0,451.0,125.0,5.49
2022-02-04 12:07:01,41.0,0.0,6.8,2.82
2022-02-04 12:07:11,41.0,0.0,6.8,2.82
2022-02-04 12:07:21,41.0,0.0,6.8,2.82
2022-02-04 12:07:31,40.0,0.0,6.8,2.78
2022-02-04 12:07:41,40.0,0.0,6.8,2.81
2022-02-04 12:07:51,40.0,0.0,6.8,2.78
2022-02-04 12:08:01,40.0,0.0,6.8,2.77
2022-02-04 12:08:11,39.0,0.0,6.8,2.79
2022-02-04 12:08:21,39.0,0.0,6.8,2.82
2022-02-04 12:08:31,39.0,0.0,6.8,2.82
2022-02-04 12:08:41,39.0,0.0,6.8,2.81
2022-02-04 12:08:51,39.0,0.0,6.8,2.82
2022-02-04 12:09:01,39.0,0.0,6.8,2.78
2022-02-04 12:09:11,39.0,0.0,6.8,2.77
2022-02-04 12:09:21,39.0,0.0,6.8,2.78
2022-02-04 12:09:31,38.0,0.0,6.8,2.77
2022-02-04 12:09:41,38.0,0.0,6.8,2.77
2022-02-04 12:09:51,38.0,0.0,0.0,0.0
2022-02-04 12:10:01,36.0,0.0,0.0,0.0
2022-02-04 12:10:11,36.0,0.0,0.0,0.0
2022-02-04 12:10:21,35.0,0.0,0.0,0.0
2022-02-04 12:10:31,34.0,0.0,0.0,0.0
2022-02-04 12:10:41,34.0,0.0,0.0,0.0
2022-02-04 12:10:51,34.0,0.0,0.0,0.0
2022-02-04 12:11:01,33.0,0.0,0.0,0.0
2022-02-04 12:11:11,33.0,0.0,0.0,0.0
2022-02-04 12:11:21,33.0,0.0,0.0,0.0
2022-02-04 12:11:31,33.0,0.0,0.0,0.0
2022-02-04 12:11:41,32.0,0.0,0.0,0.0
2022-02-04 12:11:51,32.0,0.0,0.0,0.0
2022-02-04 12:12:01,32.0,0.0,0.0,0.0
2022-02-04 12:12:11,32.0,0.0,0.0,0.0
2022-02-04 12:12:21,32.0,0.0,0.0,0.0
2022-02-04 12:12:31,31.0,0.0,0.0,0.0
2022-02-04 12:12:41,31.0,0.0,0.0,0.0
2022-02-04 12:12:51,31.0,0.0,0.0,0.0
2022-02-04 12:13:01,31.0,0.0,0.0,0.0
2022-02-04 12:13:11,31.0,0.0,0.0,0.0
2022-02-04 12:13:21,31.0,0.0,0.0,0.0
2022-02-04 12:13:31,31.0,0.0,0.0,0.0
2022-02-04 12:13:41,31.0,0.0,0.0,0.0
2022-02-04 12:13:51,31.0,0.0,0.0,0.0
2022-02-04 12:14:01,31.0,0.0,0.0,0.0
2022-02-04 12:14:11,31.0,0.0,0.0,0.0
2022-02-04 12:14:21,31.0,0.0,0.0,0.0
2022-02-04 12:14:31,31.0,0.0,0.0,0.0
2022-02-04 12:14:41,31.0,0.0,0.0,0.0
2022-02-04 12:14:51,31.0,0.0,0.0,0.0
